XNR_5758	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : True, 'Color' : 'yellow'}
XNR_0188	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_0320	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_1183	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_1257	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_4690	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_0603	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_4502	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_0323	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_1386	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_1298	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_4479	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_4499	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_3886	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_5159	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_1036	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_2735	{'PriorImportance' : True, 'Perturbed' : True, 'SelectedBySD' : False, 'Color' : 'green'}
XNR_1291	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_1293	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_4015	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_1482	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_3459	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_0282	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_2855	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_5199	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_5202	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_2969	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
XNR_2152	{'PriorImportance' : False, 'Perturbed' : False, 'SelectedBySD' : False, 'Color' : 'gray'}
